"Date";"Channel";"Description";"2nd Description";"Start time";"Duration";"Variable\Target";"Total Individuals";"Podgrupa";"A16-49";"M16-49";"A4-15";"A4-9";
;;;;;;"RCH  [Not cons. - TH: 0min.]";20 887;3 916;6 090;0;7 299;3 916;
;;"PROMO";" ";"13:39:34";"00:00:30";"AMR";35 137;3 916;20 215;0;14 922;3 916;
;;;;;;"AMR %";0,098 %;0,082 %;0,114 %;0,000 %;0,448 %;0,765 %;
;;;;;;"SHR %";0,419 %;0,332 %;0,572 %;0,000 %;2,564 %;5,709 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,098 %;0,082 %;0,114 %;0,000 %;0,448 %;0,765 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";35 137;3 916;20 215;0;14 922;3 916;
;;"PROMO";" ";"14:16:06";"00:00:40";"AMR";59 576;3 916;34 558;0;18 702;3 916;
;;;;;;"AMR %";0,167 %;0,082 %;0,195 %;0,000 %;0,562 %;0,765 %;
;;;;;;"SHR %";0,708 %;0,349 %;1,014 %;0,000 %;3,090 %;5,125 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,167 %;0,082 %;0,195 %;0,000 %;0,562 %;0,765 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";59 576;3 916;34 558;0;18 702;3 916;
;;"PORA NA PRZYGODE /SER.ANIM.USA/";"MINISTERSTWO SMIECHU";"14:16:46";"01:16:18";"AMR";58 452;5 928;27 567;0;28 992;5 928;
;;;;;;"AMR %";0,164 %;0,124 %;0,156 %;0,000 %;0,871 %;1,158 %;
;;;;;;"SHR %";0,669 %;0,500 %;0,782 %;0,000 %;5,034 %;8,954 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,492 %;0,265 %;0,542 %;0,000 %;1,848 %;2,463 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";175 891;12 614;96 048;0;61 534;12 614;
;;"PROMO";" ";"14:44:00";"00:00:39";"AMR";57 720;3 916;20 215;0;33 869;3 916;
;;;;;;"AMR %";0,162 %;0,082 %;0,114 %;0,000 %;1,017 %;0,765 %;
;;;;;;"SHR %";0,686 %;0,345 %;0,581 %;0,000 %;5,952 %;5,822 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,162 %;0,082 %;0,114 %;0,000 %;1,017 %;0,765 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";57 720;3 916;20 215;0;33 869;3 916;
;;"PROMO";" ";"15:11:31";"00:00:35";"AMR";63 163;3 916;24 105;0;35 422;3 916;
;;;;;;"AMR %";0,177 %;0,082 %;0,136 %;0,000 %;1,064 %;0,765 %;
;;;;;;"SHR %";0,716 %;0,322 %;0,680 %;0,000 %;6,315 %;6,675 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,191 %;0,082 %;0,159 %;0,000 %;1,092 %;0,765 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";68 110;3 916;28 110;0;36 364;3 916;
;;"PROMO";" ";"15:45:47";"00:01:15";"AMR";30 661;3 916;8 539;0;19 079;3 916;
;;;;;;"AMR %";0,086 %;0,082 %;0,048 %;0,000 %;0,573 %;0,765 %;
;;;;;;"SHR %";0,327 %;0,310 %;0,236 %;0,000 %;3,610 %;7,988 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,126 %;0,082 %;0,114 %;0,000 %;0,648 %;0,765 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";44 901;3 916;20 215;0;21 559;3 916;
;;"PROMO";" ";"15:50:55";"00:00:30";"AMR";24 570;3 916;6 090;0;18 480;3 916;
;;;;;;"AMR %";0,069 %;0,082 %;0,034 %;0,000 %;0,555 %;0,765 %;
;;;;;;"SHR %";0,262 %;0,303 %;0,168 %;0,000 %;3,396 %;6,732 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,071 %;0,082 %;0,034 %;0,000 %;0,574 %;0,765 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";25 202;3 916;6 090;0;19 112;3 916;
;;"NIESAMOWITY SWIAT GUMBALLA /SER.ANIM.USA/";"MINISTERSTWO SMIECHU";"15:51:25";"01:06:37";"AMR";33 850;7 766;13 954;1 422;17 359;6 344;
;;;;;;"AMR %";0,095 %;0,163 %;0,079 %;0,055 %;0,521 %;1,239 %;
;;;;;;"SHR %";0,317 %;0,538 %;0,343 %;0,211 %;2,796 %;8,508 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,348 %;0,503 %;0,218 %;0,302 %;2,034 %;3,148 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";124 417;23 989;38 545;7 871;67 724;16 118;
;;"PROMO";" ";"16:15:02";"00:00:42";"AMR";17 914;3 916;6 090;0;11 824;3 916;
;;;;;;"AMR %";0,050 %;0,082 %;0,034 %;0,000 %;0,355 %;0,765 %;
;;;;;;"SHR %";0,179 %;0,287 %;0,157 %;0,000 %;1,990 %;6,219 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,050 %;0,082 %;0,034 %;0,000 %;0,355 %;0,765 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";17 914;3 916;6 090;0;11 824;3 916;
;;"PROMO";" ";"16:18:52";"00:00:15";"AMR";17 914;3 916;6 090;0;11 824;3 916;
;;;;;;"AMR %";0,050 %;0,082 %;0,034 %;0,000 %;0,355 %;0,765 %;
;;;;;;"SHR %";0,177 %;0,285 %;0,159 %;0,000 %;2,041 %;6,219 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,050 %;0,082 %;0,034 %;0,000 %;0,355 %;0,765 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";17 914;3 916;6 090;0;11 824;3 916;
;;"PROMO";" ";"16:42:31";"00:01:16";"AMR";22 253;3 916;10 764;0;11 489;3 916;
;;;;;;"AMR %";0,062 %;0,082 %;0,061 %;0,000 %;0,345 %;0,765 %;
;;;;;;"SHR %";0,204 %;0,263 %;0,255 %;0,000 %;1,769 %;4,677 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,062 %;0,082 %;0,061 %;0,000 %;0,345 %;0,765 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";22 253;3 916;10 764;0;11 489;3 916;
;;"PROMO";" ";"16:46:40";"00:00:30";"AMR";19 525;4 981;10 764;0;8 762;4 981;
;;;;;;"AMR %";0,055 %;0,104 %;0,061 %;0,000 %;0,263 %;0,973 %;
;;;;;;"SHR %";0,176 %;0,330 %;0,255 %;0,000 %;1,329 %;5,948 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,061 %;0,149 %;0,061 %;0,000 %;0,327 %;1,389 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";21 655;7 111;10 764;0;10 891;7 111;
;;"PROMO";" ";"17:10:02";"00:00:10";"AMR";53 453;20 072;21 962;7 871;21 690;12 201;
;;;;;;"AMR %";0,150 %;0,421 %;0,124 %;0,302 %;0,652 %;2,383 %;
;;;;;;"SHR %";0,431 %;1,284 %;0,474 %;1,131 %;3,203 %;13,909 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,150 %;0,421 %;0,124 %;0,302 %;0,652 %;2,383 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";53 453;20 072;21 962;7 871;21 690;12 201;
;;"PROMO";" ";"17:13:50";"00:00:41";"AMR";37 175;3 195;14 091;0;13 283;3 195;
;;;;;;"AMR %";0,104 %;0,067 %;0,080 %;0,000 %;0,399 %;0,624 %;
;;;;;;"SHR %";0,296 %;0,196 %;0,299 %;0,000 %;1,962 %;3,489 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,113 %;0,067 %;0,080 %;0,000 %;0,495 %;0,624 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";40 368;3 195;14 091;0;16 476;3 195;
;;"CLARENCE /SER.ANIM.USA/";" ";"17:14:31";"00:20:22";"AMR";37 730;7 175;14 091;0;15 556;7 175;
;;;;;;"AMR %";0,106 %;0,150 %;0,080 %;0,000 %;0,467 %;1,401 %;
;;;;;;"SHR %";0,295 %;0,429 %;0,293 %;0,000 %;2,288 %;8,552 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,204 %;0,356 %;0,080 %;0,000 %;1,028 %;3,312 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";73 029;16 961;14 091;0;34 213;16 961;
;;"PROMO";" ";"17:24:54";"00:00:16";"AMR";35 068;7 089;14 091;0;14 662;7 089;
;;;;;;"AMR %";0,098 %;0,149 %;0,080 %;0,000 %;0,440 %;1,384 %;
;;;;;;"SHR %";0,276 %;0,426 %;0,294 %;0,000 %;2,170 %;8,762 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,116 %;0,285 %;0,080 %;0,000 %;0,635 %;2,652 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";41 559;13 580;14 091;0;21 153;13 580;
;;"PROMO";" ";"17:36:47";"00:00:08";"AMR";56 448;6 576;14 091;0;21 119;6 576;
;;;;;;"AMR %";0,158 %;0,138 %;0,080 %;0,000 %;0,634 %;1,284 %;
;;;;;;"SHR %";0,435 %;0,384 %;0,290 %;0,000 %;3,007 %;7,976 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,158 %;0,138 %;0,080 %;0,000 %;0,634 %;1,284 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";56 448;6 576;14 091;0;21 119;6 576;
;;"PROMO";" ";"17:40:48";"00:00:37";"AMR";38 082;3 195;14 091;0;6 975;3 195;
;;;;;;"AMR %";0,107 %;0,067 %;0,080 %;0,000 %;0,210 %;0,624 %;
;;;;;;"SHR %";0,294 %;0,188 %;0,291 %;0,000 %;0,974 %;3,604 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,107 %;0,067 %;0,080 %;0,000 %;0,210 %;0,624 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";38 082;3 195;14 091;0;6 975;3 195;
;;"NINJAGO MISTRZOWIE SPINJITZU /SER.ANIM.DAN./";" ";"17:41:25";"00:42:49";"AMR";55 259;1 461;16 033;0;14 071;1 461;
;;;;;;"AMR %";0,155 %;0,031 %;0,091 %;0,000 %;0,423 %;0,285 %;
;;;;;;"SHR %";0,407 %;0,080 %;0,316 %;0,000 %;1,828 %;1,307 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,233 %;0,067 %;0,109 %;0,000 %;0,671 %;0,624 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";83 371;3 195;19 268;0;22 325;3 195;
;;"PROMO";" ";"18:03:04";"00:00:47";"AMR";63 784;0;19 268;0;19 130;0;
;;;;;;"AMR %";0,179 %;0,000 %;0,109 %;0,000 %;0,575 %;0,000 %;
;;;;;;"SHR %";0,470 %;0,000 %;0,386 %;0,000 %;2,454 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,179 %;0,000 %;0,109 %;0,000 %;0,575 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";63 784;0;19 268;0;19 130;0;
;;"PROMO";" ";"18:06:59";"00:01:37";"AMR";46 326;0;14 091;0;10 822;0;
;;;;;;"AMR %";0,130 %;0,000 %;0,080 %;0,000 %;0,325 %;0,000 %;
;;;;;;"SHR %";0,338 %;0,000 %;0,280 %;0,000 %;1,371 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,141 %;0,000 %;0,080 %;0,000 %;0,325 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";50 298;0;14 091;0;10 822;0;
;;"PROMO";" ";"18:29:46";"00:00:24";"AMR";37 100;0;14 091;0;5 993;0;
;;;;;;"AMR %";0,104 %;0,000 %;0,080 %;0,000 %;0,180 %;0,000 %;
;;;;;;"SHR %";0,258 %;0,000 %;0,261 %;0,000 %;0,716 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,108 %;0,000 %;0,080 %;0,000 %;0,227 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";38 680;0;14 091;0;7 573;0;
;;"PROMO";" ";"18:33:17";"00:01:01";"AMR";24 186;0;14 091;0;3 781;0;
;;;;;;"AMR %";0,068 %;0,000 %;0,080 %;0,000 %;0,114 %;0,000 %;
;;;;;;"SHR %";0,166 %;0,000 %;0,256 %;0,000 %;0,444 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,068 %;0,000 %;0,080 %;0,000 %;0,114 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";24 186;0;14 091;0;3 781;0;
;;"MLODZI TYTANI AKCJA /SER.ANIM.USA/";" ";"18:34:18";"00:40:14";"AMR";49 716;3 384;26 732;1 578;16 514;1 806;
;;;;;;"AMR %";0,139 %;0,071 %;0,151 %;0,061 %;0,496 %;0,353 %;
;;;;;;"SHR %";0,329 %;0,166 %;0,461 %;0,162 %;1,869 %;1,536 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,517 %;0,354 %;0,502 %;0,302 %;2,255 %;1,759 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";184 886;16 878;88 957;7 871;75 063;9 007;
;;"PROMO";" ";"18:54:23";"00:00:09";"AMR";32 652;0;18 764;0;7 573;0;
;;;;;;"AMR %";0,091 %;0,000 %;0,106 %;0,000 %;0,227 %;0,000 %;
;;;;;;"SHR %";0,217 %;0,000 %;0,323 %;0,000 %;0,876 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,091 %;0,000 %;0,106 %;0,000 %;0,227 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";32 652;0;18 764;0;7 573;0;
;;"PROMO";" ";"18:57:25";"00:00:43";"AMR";14 544;0;10 764;0;3 781;0;
;;;;;;"AMR %";0,041 %;0,000 %;0,061 %;0,000 %;0,114 %;0,000 %;
;;;;;;"SHR %";0,096 %;0,000 %;0,185 %;0,000 %;0,421 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,041 %;0,000 %;0,061 %;0,000 %;0,114 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";14 544;0;10 764;0;3 781;0;
;;"PROMO";" ";"19:08:12";"00:00:09";"AMR";84 789;0;56 006;0;23 171;0;
;;;;;;"AMR %";0,237 %;0,000 %;0,316 %;0,000 %;0,696 %;0,000 %;
;;;;;;"SHR %";0,550 %;0,000 %;0,951 %;0,000 %;2,546 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,237 %;0,000 %;0,316 %;0,000 %;0,696 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";84 789;0;56 006;0;23 171;0;
;;"PROMO";" ";"19:20:04";"00:00:46";"AMR";51 953;16 878;25 185;7 871;23 282;9 007;
;;;;;;"AMR %";0,145 %;0,354 %;0,142 %;0,302 %;0,699 %;1,759 %;
;;;;;;"SHR %";0,331 %;0,794 %;0,419 %;0,783 %;2,474 %;6,792 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,145 %;0,354 %;0,142 %;0,302 %;0,699 %;1,759 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";51 953;16 878;25 185;7 871;23 282;9 007;
;;"PROMO";" ";"19:24:43";"00:00:35";"AMR";50 175;16 878;19 627;7 871;27 062;9 007;
;;;;;;"AMR %";0,140 %;0,354 %;0,111 %;0,302 %;0,813 %;1,759 %;
;;;;;;"SHR %";0,316 %;0,777 %;0,325 %;0,776 %;2,838 %;7,029 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,145 %;0,354 %;0,120 %;0,302 %;0,813 %;1,759 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";51 773;16 878;21 225;7 871;27 062;9 007;
;;"TOTALNA PORAZKA NA WYPIE PAHICITEW /SER.ANIM.KAN./ ";" ";"19:25:18";"00:20:25";"AMR";87 590;16 285;46 839;7 595;37 265;8 691;
;;;;;;"AMR %";0,245 %;0,342 %;0,264 %;0,291 %;1,119 %;1,697 %;
;;;;;;"SHR %";0,541 %;0,734 %;0,744 %;0,737 %;3,789 %;6,334 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,312 %;0,354 %;0,363 %;0,302 %;1,316 %;1,759 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";111 566;16 878;64 258;7 871;43 823;9 007;
;;"PROMO";" ";"19:45:43";"00:00:08";"AMR";54 857;0;28 360;0;23 011;0;
;;;;;;"AMR %";0,154 %;0,000 %;0,160 %;0,000 %;0,691 %;0,000 %;
;;;;;;"SHR %";0,334 %;0,000 %;0,438 %;0,000 %;2,310 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,154 %;0,000 %;0,160 %;0,000 %;0,691 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";54 857;0;28 360;0;23 011;0;
;;"PROMO";" ";"19:49:29";"00:00:20";"AMR";56 413;0;28 360;0;28 053;0;
;;;;;;"AMR %";0,158 %;0,000 %;0,160 %;0,000 %;0,843 %;0,000 %;
;;;;;;"SHR %";0,341 %;0,000 %;0,434 %;0,000 %;2,848 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,158 %;0,000 %;0,160 %;0,000 %;0,843 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";56 413;0;28 360;0;28 053;0;
;;"PORA NA PRZYGODE /SER.ANIM.USA/";" ";"19:49:49";"00:41:39";"AMR";68 512;1 477;32 254;0;27 385;1 477;
;;;;;;"AMR %";0,192 %;0,031 %;0,182 %;0,000 %;0,823 %;0,288 %;
;;;;;;"SHR %";0,398 %;0,061 %;0,459 %;0,000 %;2,915 %;1,151 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,529 %;0,125 %;0,489 %;0,000 %;2,564 %;1,161 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";189 184;5 943;86 629;0;85 345;5 943;
;;"PROMO";" ";"20:00:28";"00:00:09";"AMR";81 021;2 749;44 969;0;27 579;2 749;
;;;;;;"AMR %";0,227 %;0,058 %;0,254 %;0,000 %;0,828 %;0,537 %;
;;;;;;"SHR %";0,482 %;0,118 %;0,668 %;0,000 %;2,968 %;2,541 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,227 %;0,058 %;0,254 %;0,000 %;0,828 %;0,537 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";81 021;2 749;44 969;0;27 579;2 749;
;;"PROMO";" ";"20:12:38";"00:01:01";"AMR";64 017;0;27 120;0;28 424;0;
;;;;;;"AMR %";0,179 %;0,000 %;0,153 %;0,000 %;0,854 %;0,000 %;
;;;;;;"SHR %";0,368 %;0,000 %;0,379 %;0,000 %;2,925 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,179 %;0,000 %;0,153 %;0,000 %;0,854 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";64 017;0;27 120;0;28 424;0;
;;"PROMO";" ";"20:16:32";"00:00:36";"AMR";60 014;0;27 120;0;24 422;0;
;;;;;;"AMR %";0,168 %;0,000 %;0,153 %;0,000 %;0,734 %;0,000 %;
;;;;;;"SHR %";0,345 %;0,000 %;0,380 %;0,000 %;2,525 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,168 %;0,000 %;0,153 %;0,000 %;0,734 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";60 014;0;27 120;0;24 422;0;
;;"PROMO";" ";"20:37:45";"00:00:43";"AMR";58 005;959;19 250;0;35 800;959;
;;;;;;"AMR %";0,162 %;0,020 %;0,109 %;0,000 %;1,075 %;0,187 %;
;;;;;;"SHR %";0,328 %;0,037 %;0,258 %;0,000 %;4,020 %;0,723 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,195 %;0,058 %;0,119 %;0,000 %;1,206 %;0,537 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";69 642;2 749;21 030;0;40 140;2 749;
;;"PROMO";" ";"20:41:36";"00:02:49";"AMR";48 351;761;18 296;0;30 055;761;
;;;;;;"AMR %";0,135 %;0,016 %;0,103 %;0,000 %;0,903 %;0,149 %;
;;;;;;"SHR %";0,275 %;0,030 %;0,248 %;0,000 %;3,404 %;0,556 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,148 %;0,108 %;0,103 %;0,000 %;1,034 %;1,004 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";52 732;5 142;18 296;0;34 436;5 142;
;;"ZWYCZAJNY SERIAL /SER.ANIM.USA/";" ";"20:44:25";"00:21:16";"AMR";78 297;19 673;27 360;9 064;43 581;10 609;
;;;;;;"AMR %";0,219 %;0,413 %;0,154 %;0,347 %;1,309 %;2,072 %;
;;;;;;"SHR %";0,448 %;0,770 %;0,369 %;0,711 %;5,107 %;7,960 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,341 %;1,099 %;0,268 %;1,120 %;1,880 %;4,526 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";121 882;52 380;47 502;29 206;62 588;23 175;
;;"PROMO";" ";"20:54:59";"00:00:16";"AMR";53 393;5 142;18 296;0;34 624;5 142;
;;;;;;"AMR %";0,149 %;0,108 %;0,103 %;0,000 %;1,040 %;1,004 %;
;;;;;;"SHR %";0,306 %;0,200 %;0,248 %;0,000 %;4,147 %;3,930 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,177 %;0,108 %;0,103 %;0,000 %;1,125 %;1,004 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";63 306;5 142;18 296;0;37 436;5 142;
;;"PROMO";" ";"21:07:36";"00:00:08";"AMR";111 047;52 380;47 502;29 206;55 468;23 175;
;;;;;;"AMR %";0,311 %;1,099 %;0,268 %;1,120 %;1,666 %;4,526 %;
;;;;;;"SHR %";0,640 %;2,048 %;0,641 %;2,290 %;6,708 %;17,553 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,311 %;1,099 %;0,268 %;1,120 %;1,666 %;4,526 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";111 047;52 380;47 502;29 206;55 468;23 175;
;;"PROMO";" ";"21:12:22";"00:01:23";"AMR";62 117;9 718;22 872;4 576;35 386;5 142;
;;;;;;"AMR %";0,174 %;0,204 %;0,129 %;0,175 %;1,063 %;1,004 %;
;;;;;;"SHR %";0,365 %;0,385 %;0,307 %;0,344 %;4,441 %;3,895 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,190 %;0,285 %;0,151 %;0,324 %;1,125 %;1,004 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";68 030;13 582;26 736;8 440;37 436;5 142;
;;"NINJAGO MISTRZOWIE SPINJITZU /SER.ANIM.DAN./";" ";"21:13:45";"00:42:48";"AMR";60 735;11 184;22 569;4 272;34 301;6 912;
;;;;;;"AMR %";0,170 %;0,235 %;0,127 %;0,164 %;1,030 %;1,350 %;
;;;;;;"SHR %";0,367 %;0,453 %;0,304 %;0,320 %;4,858 %;5,680 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,263 %;0,343 %;0,151 %;0,324 %;1,650 %;1,541 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";93 999;16 331;26 736;8 440;54 932;7 891;
;;"PROMO";" ";"21:35:25";"00:00:16";"AMR";75 391;16 331;26 736;8 440;40 183;7 891;
;;;;;;"AMR %";0,211 %;0,343 %;0,151 %;0,324 %;1,207 %;1,541 %;
;;;;;;"SHR %";0,449 %;0,664 %;0,353 %;0,632 %;5,579 %;6,385 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,211 %;0,343 %;0,151 %;0,324 %;1,207 %;1,541 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";75 391;16 331;26 736;8 440;40 183;7 891;
;;"PROMO";" ";"21:40:04";"00:00:46";"AMR";43 732;7 891;18 296;0;25 436;7 891;
;;;;;;"AMR %";0,122 %;0,166 %;0,103 %;0,000 %;0,764 %;1,541 %;
;;;;;;"SHR %";0,264 %;0,323 %;0,245 %;0,000 %;3,758 %;6,385 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,122 %;0,166 %;0,103 %;0,000 %;0,764 %;1,541 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";43 732;7 891;18 296;0;25 436;7 891;
;;"PROMO";" ";"22:01:58";"00:00:08";"AMR";37 890;5 830;18 296;0;19 594;5 830;
;;;;;;"AMR %";0,106 %;0,122 %;0,103 %;0,000 %;0,589 %;1,138 %;
;;;;;;"SHR %";0,244 %;0,247 %;0,256 %;0,000 %;3,258 %;5,737 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,112 %;0,166 %;0,103 %;0,000 %;0,651 %;1,541 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";39 952;7 891;18 296;0;21 656;7 891;
;;"PROMO";" ";"22:06:44";"00:00:45";"AMR";27 189;0;18 296;0;8 892;0;
;;;;;;"AMR %";0,076 %;0,000 %;0,103 %;0,000 %;0,267 %;0,000 %;
;;;;;;"SHR %";0,178 %;0,000 %;0,260 %;0,000 %;1,542 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,076 %;0,000 %;0,103 %;0,000 %;0,267 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";27 189;0;18 296;0;8 892;0;
;;"KRONIKI XIAOLIN /SER.ANIM.USA KAN./";" ";"22:07:29";"00:43:11";"AMR";27 308;119;18 296;0;9 012;119;
;;;;;;"AMR %";0,076 %;0,002 %;0,103 %;0,000 %;0,271 %;0,023 %;
;;;;;;"SHR %";0,224 %;0,006 %;0,316 %;0,000 %;2,245 %;0,139 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,090 %;0,108 %;0,103 %;0,000 %;0,422 %;1,004 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";32 331;5 142;18 296;0;14 035;5 142;
;;"PROMO";" ";"22:29:13";"00:00:16";"AMR";27 189;0;18 296;0;8 892;0;
;;;;;;"AMR %";0,076 %;0,000 %;0,103 %;0,000 %;0,267 %;0,000 %;
;;;;;;"SHR %";0,226 %;0,000 %;0,327 %;0,000 %;2,191 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,076 %;0,000 %;0,103 %;0,000 %;0,267 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";27 189;0;18 296;0;8 892;0;
;;"PROMO";" ";"22:33:52";"00:01:10";"AMR";27 189;0;18 296;0;8 892;0;
;;;;;;"AMR %";0,076 %;0,000 %;0,103 %;0,000 %;0,267 %;0,000 %;
;;;;;;"SHR %";0,232 %;0,000 %;0,333 %;0,000 %;2,383 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,076 %;0,000 %;0,103 %;0,000 %;0,267 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";27 189;0;18 296;0;8 892;0;
;;"PROMO";" ";"22:56:29";"00:00:08";"AMR";27 189;0;18 296;0;8 892;0;
;;;;;;"AMR %";0,076 %;0,000 %;0,103 %;0,000 %;0,267 %;0,000 %;
;;;;;;"SHR %";0,268 %;0,000 %;0,373 %;0,000 %;3,168 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,076 %;0,000 %;0,103 %;0,000 %;0,267 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";27 189;0;18 296;0;8 892;0;
;;"PROMO";" ";"22:59:30";"00:00:55";"AMR";29 089;0;18 296;0;10 793;0;
;;;;;;"AMR %";0,081 %;0,000 %;0,103 %;0,000 %;0,324 %;0,000 %;
